position0_particle0,position1_particle0,position2_particle0,position0_particle1,position1_particle1,position2_particle1,position0_particle2,position1_particle2,position2_particle2,position0_particle3,position1_particle3,position2_particle3,momentum0_particle0,momentum1_particle0,momentum2_particle0,momentum0_particle1,momentum1_particle1,momentum2_particle1,momentum0_particle2,momentum1_particle2,momentum2_particle2,momentum0_particle3,momentum1_particle3,momentum2_particle3,lambda0,lambda1,time,hamiltonian_current_time
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.176470588235294,0.0,0.0,0.0,1.1764705882352937
0.0009352777099267827,0.00037065542697428303,1.0349098834276612e-06,1.0009125057710804,0.007010235832809391,0.001209062710122939,0.016867652088713072,1.0004231633977043,0.0025680357740669704,0.9750185912781131,0.9868384477999281,0.28850899687023157,0.007482221679414262,0.0029652434157942643,8.27927906742129e-06,0.0073000461686426625,0.05608188666247513,0.009672501680983514,0.13494121670970458,0.00338530718163375,0.020544286192535764,-0.1998512697750957,-0.10529241760057488,1.1316013867265584,0.02983553118007864,1.397723837350744,0.25,1.6264122012721791
0.004616424691265069,0.00398244242500925,4.4187694203710686e-05,1.0033263513759672,0.05143987528250161,0.01810725520815821,0.06119895871780412,1.0034433370119358,0.014902774720430851,0.908615833017579,0.9022225038823728,0.5360927440143121,0.021966954171292026,0.025929052568485475,0.00033694299549484293,0.012010718670451559,0.29935522893506267,0.12551303830329863,0.2197092363230238,0.020776081732217958,0.07813362537837529,-0.33137079630917726,-0.5716351337398675,0.8490685904260857,0.05469724213798992,1.2271978349668056,0.5,1.2061871331106013
0.01675226829895417,0.014664552012422725,0.0004154364473291963,1.0119585761699685,0.105444392023929,0.03679435096149462,0.12629169720002612,1.0085857990148566,0.0460640442256146,0.7981771174300472,0.793679373048012,0.7548554170289842,0.07511979469022079,0.059527824130822325,0.002633047029509042,0.05704707968156041,0.13268090499635646,0.02398372772339267,0.30103267153475205,0.02036361429114834,0.17115653066309475,-0.5521389283910774,-0.2967099129350194,0.901032793691291,0.20319988037041334,1.5474432294407072,0.75,1.5051922297411977
0.030242668556659157,0.03253132329667287,0.0009714887162250919,1.0171294391867045,0.16904128865066234,0.08710819003716512,0.19897370386906565,1.015475202858323,0.09423609613203479,0.6827820558731627,0.6616187318689396,0.8946828941579995,0.0328034073714191,0.08340634614317881,0.0018153711216581231,-0.015680175547673144,0.37609426801751045,0.37852698488197134,0.2804233818175643,0.03475161645658271,0.21421988458826674,-0.37102156406399844,-0.7597752164975591,0.21758702334083183,-0.18738581990946931,0.5160705997387259,1.0,1.235159302687249
0.05687869405652902,0.056528921637921635,0.003581700442359078,1.0296215612052089,0.24024777422856905,0.1450691472853269,0.2729755838481073,1.0194496160095183,0.16663716935981593,0.5449486938101163,0.5164668463849875,0.9870266871612253,0.18028479662753977,0.1085744405868113,0.019066322687413765,0.11561715169570835,0.1935576166057432,0.08516067310332313,0.31159165801476846,-0.0029563112470188534,0.36498870123398236,-0.7316453324403718,-0.4014398673740574,0.5211633206849748,0.6011877864134931,1.8291878322269344,1.25,1.298156510979945
0.08132481487477,0.08550676059770462,0.005587053741378184,1.0337121126682627,0.29894533269196083,0.22330800115795965,0.3438741987906825,1.0227640166909122,0.2534754158365992,0.42742834700110127,0.3913529429043026,1.0244091096238612,0.015284169918388112,0.1232482710914526,-0.0030234962952609135,-0.08289273999127712,0.2760228511013909,0.540750157877739,0.2555972615258332,0.02947151669817021,0.3297172705802837,-0.20851744203174863,-0.5994713604714217,-0.22210394098388742,-0.7394575991395292,-0.2852067126320166,1.5,1.238313322009419
0.11645011237540612,0.12387304351685466,0.01357839747545637,1.038477691269822,0.3613990360040212,0.31926867643618506,0.4034043737898847,1.0173997809857498,0.3541711179559351,0.3178157377049373,0.2658296189434452,1.008248236421963,0.26571821008670077,0.18368199226174767,0.0669542461678864,0.12101736880375079,0.22360677539509208,0.22693524434806428,0.22064413846778455,-0.0723854023394696,0.4758483463744033,-0.668383432337563,-0.40471523121543757,0.09281695536870183,1.068600944967973,1.9259805511462444,1.75,1.0801080117189454
0.15434184388801497,0.16121349617804445,0.018895215388096454,1.038812105659219,0.40756406164100456,0.4151574454056158,0.4555242438764355,1.0074777389889686,0.469319604134951,0.22442122248148624,0.17582089366136086,0.9742337405203931,0.03741564201417005,0.11504162902777058,-0.024419702866765716,-0.11834205368857412,0.14571342970077508,0.5401749074073814,0.1963148222246219,-0.006990933634779529,0.4453395430577238,-0.07877268945004554,-0.31535457104123704,-0.36493292258126053,-0.9987011955791939,-0.32624429965489404,2.0,1.1936097359628361
0.1938951953596873,0.20886237536307992,0.03341425492619087,1.0272180932,0.44676413876809273,0.5323889024823659,0.49486976403372906,0.9916195379482854,0.5839380929140158,0.16838239280160985,0.10007074767740289,0.8978596611320439,0.27901116975920864,0.26614940445251306,0.14057201917152104,0.02558995401482072,0.16788718731593014,0.39767674920661994,0.11844933903372672,-0.11987467469068623,0.4716083671747942,-0.3695379479889656,-0.2906465968304266,-0.24605971252553366,0.9656378772928925,1.1127947280041837,2.25,0.9121424236234119
